ID,test_type,assessment,age,gender,education_level,raw_score,gameplays_prior,unique_days_prior,gametime_prior,days_since_first_test,ethnicity,pretest_score,delta,english_nativelang,years_edu,edu_cat,imaginary_screensize
18196,post,AR,49,female,associates or some college,13,328,262,52.5867585,74.08333333333333,white,90.24743945120954,6.109181740893106,yes,12,college,1332
10755,post,AR,54,male,masters degree or equivalent,11,167,164,30.3332755,69.95833333333333,white,99.27980911701225,-9.032369665802705,yes,19,postcollege,1329
58425,post,AR,46,female,high school,12,118,76,189.30098001666667,99.08333333333333,white,96.35662119210265,-3.1369087409638325,yes,12,hs,1324
44575,post,AR,23,male,bachelors degree,19,230,228,44.74522816666667,74.95833333333333,asian,111.30675057398027,3.0700729626275205,no,16,college,1287
47375,post,AR,47,male,masters degree or equivalent,17,643,639,121.98385143333333,95,unspecified,108.3885546641786,0,unspecified,NA,postcollege,1316
35082,post,AR,53,unspecified,unspecified,11,249,249,51.368986066666665,70,white,105.31617807887685,-15.068738627667301,yes,15,unspecified,1311
45195,post,AR,59,female,associates or some college,14,719,272,138.03833361666668,70.25,white,99.27980911701225,0,yes,13,college,1319
48038,post,AR,56,unspecified,masters degree or equivalent,17,26,24,6.261348900000001,75.95833333333333,white,117.29430352573115,-8.905748861552553,yes,20,postcollege,1310
67010,post,AR,19,female,associates or some college,26,151,96,36.19691288333333,111.875,unspecified,120.33554738323792,14.866023369051248,unspecified,NA,college,1314
55318,post,AR,49,female,some high school,19,81,79,24.553220800000002,106.875,white,117.29430352573115,-2.9174799891233647,yes,11,hs,1314
31291,post,AR,54,female,bachelors degree,15,249,234,50.254023716666666,69.91666666666667,white,105.31617807887685,-2.9196851071197187,yes,16,college,1327
34613,post,AR,52,female,high school,19,224,154,54.67449921666667,69.66666666666667,white,108.3885546641786,5.988268872429188,yes,12,hs,1302
47659,post,AR,59,male,bachelors degree,18,22086,1716,4475.991175016667,96,unspecified,120.33554738323792,-9.028796809257656,unspecified,NA,college,1316
26685,post,AR,41,female,bachelors degree,20,188,182,40.91767363333334,73,white,129.13989476473813,-11.845591239006978,yes,16,college,1326
54120,post,AR,48,female,bachelors degree,11,366,248,84.85414528333334,73.08333333333333,white,83.91638071555967,6.331058735649876,no,16,college,1310
160,post,AR,36,female,associates or some college,16,1855,1273,579.6139691666667,70.83333333333333,white,102.39649297175713,2.9196851071197187,yes,14,college,1320
62521,post,AR,23,male,high school,23,281,271,66.05736495000001,75.04166666666667,white,117.29430352573115,8.843495470462514,yes,14,hs,1318
54633,post,AR,23,male,associates or some college,26,785,482,431.88948691666667,82.70833333333333,asian,135.20157075228917,0,yes,15,college,1300
4997,post,AR,55,male,masters degree or equivalent,9,397,376,78.57318811666667,188.54166666666666,other,102.39649297175713,-18.480112256197458,yes,18,postcollege,1337
29310,post,AR,59,unspecified,unspecified,18,280,268,68.76452736666667,69.375,white,105.31617807887685,5.990572495103422,yes,16,unspecified,1325
36235,post,AR,54,male,high school,15,279,279,65.89525450000001,69.83333333333333,white,105.31617807887685,-2.9196851071197187,yes,12,hs,1328
49455,post,AR,46,female,phd,14,133,129,23.528817666666665,69.95833333333333,unspecified,120.33554738323792,-21.055738266225674,unspecified,NA,postcollege,1312
47707,post,AR,52,female,associates or some college,15,2599,420,584.6560815,69.91666666666667,white,96.35662119210265,6.039871779654476,yes,14,college,1311
27,post,AR,55,female,unspecified,19,451,413,85.34086763333333,71.41666666666667,white,120.33554738323792,-5.958723846630136,yes,18,unspecified,1327
42520,post,AR,18,male,associates or some college,17,185,180,45.96622038333334,69.125,white,96.35662119210265,12.031933472075949,yes,12,college,1306
29053,post,AR,25,female,associates or some college,7,57,28,27.51605265,70.125,white,77.24992505278499,0,yes,13,college,1343
69055,post,AR,31,male,bachelors degree,17,401,291,116.50740966666666,95.375,unspecified,99.27980911701225,9.10874554716635,unspecified,NA,college,1321
4882,post,AR,53,female,masters degree or equivalent,16,657,627,158.59587306666666,72.04166666666667,white,111.30675057398027,-5.990572495103422,yes,20,postcollege,1324
36665,post,AR,53,male,associates or some college,12,123,122,33.370466816666664,70.58333333333333,white,87.04122872468464,6.178483726454175,yes,11,college,1303
53862,post,AR,56,female,bachelors degree,10,1320,575,463.65105335000004,72.16666666666667,white,90.24743945120954,-3.206210726524901,yes,18,college,1313
61029,post,AR,53,male,associates or some college,10,113,110,21.303025116666667,91.58333333333333,unspecified,87.04122872468464,0,unspecified,NA,college,1319
22881,post,AR,30,female,masters degree or equivalent,22,837,828,107.47203175,69.875,white,120.33554738323792,2.835726147115892,yes,20,postcollege,1291
48346,post,AR,52,female,high school,19,434,423,96.97572975,69.95833333333333,white,90.24743945120954,24.129384085398243,yes,12,hs,1312
17674,post,AR,49,female,bachelors degree,10,3434,1369,884.7932198333333,69.45833333333333,white,62.201578340765224,24.83965038391942,yes,16,college,1329
27483,post,AR,43,female,bachelors degree,12,16,16,2.3581947166666666,243.08333333333334,white,77.24992505278499,15.96978739835383,yes,16,college,1327
7890,post,AR,52,female,bachelors degree,11,706,621,250.26960296666667,89.875,unspecified,90.24743945120954,0,unspecified,NA,college,1339
6363,post,AR,32,male,bachelors degree,17,673,521,160.4808533,83.125,asian,105.31617807887685,3.072376585301754,yes,16,college,1322
26349,post,AR,57,male,masters degree or equivalent,21,1957,570,508.40420395,69.95833333333333,white,117.29430352573115,3.041243857506771,yes,19,postcollege,1327
16260,post,AR,32,male,some high school,6,658,658,103.15774561666667,74,white,90.24743945120954,-16.61776940787263,yes,11,hs,1334
45034,post,AR,23,female,masters degree or equivalent,15,1485,714,721.3723073833334,69.875,asian,90.24743945120954,12.149053520547582,no,17,postcollege,1316
12839,post,AR,41,male,bachelors degree,14,405,398,95.66941855,80.45833333333333,white,96.35662119210265,2.9231879249095982,yes,16,college,1299
41148,post,AR,31,unspecified,unspecified,17,125,123,18.839056916666667,90.04166666666667,unspecified,99.27980911701225,9.10874554716635,unspecified,NA,unspecified,1328
66968,post,AR,59,female,associates or some college,17,328,290,74.22799400000001,90.91666666666667,unspecified,105.31617807887685,3.072376585301754,unspecified,NA,college,1314
2190,post,AR,58,female,associates or some college,16,1134,1062,309.41482995,91.08333333333333,unspecified,93.21971245113882,12.096465627738027,unspecified,NA,college,1327
34063,post,AR,46,female,masters degree or equivalent,27,239,190,86.45679255,69.29166666666667,white,120.33554738323792,17.7443239812213,yes,20,postcollege,1317
69178,post,AR,44,male,some high school,7,26,16,10.004291333333333,94,unspecified,70.13496580221123,7.1149592505737616,unspecified,NA,hs,1325
64090,post,AR,57,female,bachelors degree,18,84,84,14.295383,116.45833333333333,unspecified,96.35662119210265,14.950129381877616,unspecified,NA,college,1294
65291,post,AR,55,male,high school,7,1268,968,515.9529459500001,89.875,unspecified,87.04122872468464,-9.791303671899655,unspecified,NA,hs,1329
7081,post,AR,33,female,associates or some college,13,355,216,78.64853691666667,120.95833333333333,asian,90.24743945120954,6.109181740893106,yes,16,college,1309
42403,post,AR,24,female,bachelors degree,16,238,233,57.96161158333334,71.08333333333333,asian,83.91638071555967,21.399797363317177,yes,20,college,1314
50449,post,AR,58,female,unspecified,16,2524,360,283.89744448333335,107.33333333333333,unspecified,96.35662119210265,8.959556886774195,unspecified,NA,unspecified,1307
68872,post,AR,49,female,bachelors degree,14,832,583,314.24583683333333,91.41666666666667,unspecified,102.39649297175713,-3.1166838547448776,unspecified,NA,college,1330
26779,post,AR,57,unspecified,masters degree or equivalent,19,230,229,55.51629981666667,235.16666666666666,white,108.3885546641786,5.988268872429188,yes,18,postcollege,1306
64118,post,AR,28,female,bachelors degree,22,190,190,35.71088125,90.66666666666667,unspecified,117.29430352573115,5.876970004622663,unspecified,NA,college,1311
20117,post,AR,45,female,bachelors degree,23,250,179,65.66680201666667,76.08333333333333,white,111.30675057398027,14.8310484222134,yes,NA,college,1289
59864,post,AR,53,female,masters degree or equivalent,13,1183,300,214.57357823333334,75.91666666666667,white,105.31617807887685,-8.959556886774195,yes,18,postcollege,1302
12128,post,AR,59,female,masters degree or equivalent,20,2957,683,1036.4039919333334,69.83333333333333,white,114.37682353660779,2.9174799891233647,yes,18,postcollege,1296
16248,post,AR,30,female,bachelors degree,20,284,271,72.81748926666667,70.54166666666667,white,114.37682353660779,2.9174799891233647,yes,16,college,1297
10364,post,AR,48,female,bachelors degree,19,1179,807,200.9357993,70.875,white,117.29430352573115,-2.9174799891233647,yes,16,college,1312
56339,post,AR,28,male,masters degree or equivalent,18,385,342,105.88603571666667,71.75,white,108.3885546641786,2.9181959098016677,yes,18,postcollege,1323
2738,post,AR,31,female,bachelors degree,25,1233,387,540.64372185,101.125,white,114.37682353660779,17.862880479634896,yes,16,college,1321
1611,post,AR,54,female,high school,8,297,259,64.31087471666667,69.45833333333333,white,93.21971245113882,-12.688036586462871,yes,12,hs,1307
33305,post,AR,50,female,high school,11,325,307,83.63717378333334,69.33333333333333,asian,73.62967004333692,16.61776940787263,no,12,hs,1314
26449,post,AR,27,male,masters degree or equivalent,17,129,116,34.07259343333334,295.75,white,105.31617807887685,3.072376585301754,yes,20,postcollege,1311
11006,post,AR,45,male,associates or some college,18,1077,1059,242.2694357,162.79166666666666,white,120.33554738323792,-9.028796809257656,yes,15,college,1316
58655,post,AR,59,male,bachelors degree,13,817,409,222.1180488,76.91666666666667,white,90.24743945120954,6.109181740893106,yes,18,college,1308
12271,post,AR,43,female,associates or some college,14,197,195,38.59362525,70.04166666666667,unspecified,111.30675057398027,-12.026941456968018,yes,13,college,1316
3684,post,AR,49,female,masters degree or equivalent,13,262,220,70.21318075,98.125,white,77.24992505278499,19.106696139317663,yes,20,postcollege,1305
24819,post,AR,37,female,masters degree or equivalent,10,408,335,93.05431521666667,70.625,white,105.31617807887685,-18.274949354192202,yes,19,postcollege,1304
26327,post,AR,50,unspecified,unspecified,16,145,143,30.98792805,75.04166666666667,white,105.31617807887685,0,yes,16,unspecified,1310
39485,post,AR,46,male,associates or some college,11,94,89,19.560773083333334,84.375,white,96.35662119210265,-6.109181740893106,yes,13,college,1337
63816,post,AR,49,female,bachelors degree,17,544,512,137.2800481666667,97.08333333333333,unspecified,114.37682353660779,-5.988268872429188,unspecified,NA,college,1324
42409,post,AR,30,male,associates or some college,20,88,81,31.74723145,141,asian,126.13779899619367,-8.843495470462514,no,14,college,1322
3607,post,AR,53,male,bachelors degree,12,1850,1116,957.7194211,104.91666666666667,unspecified,90.24743945120954,2.972272999929274,unspecified,NA,college,1306
50988,post,AR,15,female,high school,12,284,254,81.57169923333333,107.5,white,102.39649297175713,-9.176780520618308,yes,10,hs,1336
22417,post,AR,53,unspecified,high school,10,310,204,69.45980871666667,70,white,102.39649297175713,-15.355264247072483,yes,12,hs,1326
10630,post,AR,34,female,bachelors degree,12,309,214,69.27620943333334,72.95833333333333,white,93.21971245113882,0,yes,18,college,1333
54704,post,AR,55,unspecified,unspecified,13,161,157,35.32957913333333,89.91666666666667,unspecified,99.27980911701225,-2.9231879249095982,unspecified,NA,unspecified,1339
31628,post,AR,17,male,high school,5,147,102,60.35136201666667,89.25,hispanic,73.62967004333692,-3.494704241125689,no,10,hs,1341
27697,post,AR,57,female,associates or some college,14,416,371,85.70784701666666,242.375,white,99.27980911701225,0,yes,13,college,1304
10729,post,AR,28,female,bachelors degree,15,956,828,224.8562932,69.95833333333333,white,99.27980911701225,3.1166838547448776,yes,20,college,1321
11462,post,AR,58,male,masters degree or equivalent,15,199,164,41.9455842,70,unspecified,102.39649297175713,0,unspecified,NA,postcollege,1301
54281,post,AR,33,female,unspecified,20,382,277,133.41291045,146.29166666666666,unspecified,117.29430352573115,0,yes,20,unspecified,1311
16494,post,AR,45,female,masters degree or equivalent,21,1311,962,375.0075342,70.08333333333333,unspecified,120.33554738323792,0,unspecified,NA,postcollege,1328
50038,post,AR,59,male,bachelors degree,12,727,566,235.7143244,69.91666666666667,white,80.53167586467595,12.688036586462871,yes,17,college,1323
32193,post,AR,59,unspecified,unspecified,17,83,29,44.30461866666667,71.91666666666667,white,96.35662119210265,12.031933472075949,no,13,unspecified,1313
12862,post,AR,53,female,masters degree or equivalent,18,159,157,33.99624763333333,315,white,120.33554738323792,-9.028796809257656,yes,18,postcollege,1318
65564,post,AR,47,female,bachelors degree,19,760,578,231.16197823333334,90.75,unspecified,114.37682353660779,0,unspecified,NA,college,1317
4159,post,AR,58,female,masters degree or equivalent,16,685,394,183.00919318333334,70.54166666666667,hispanic,96.35662119210265,8.959556886774195,no,18,postcollege,1323
5886,post,AR,23,male,bachelors degree,20,135,112,21.882139716666668,98.79166666666667,white,111.30675057398027,5.987552951750885,yes,16,college,1315
55112,post,AR,54,female,masters degree or equivalent,11,1231,752,305.76213063333336,160.75,white,108.3885546641786,-18.141115212969055,yes,18,postcollege,1314
5707,post,AR,49,female,bachelors degree,15,90,23,21.983246533333332,382.7083333333333,unspecified,102.39649297175713,0,unspecified,NA,college,1324
14452,post,AR,59,male,bachelors degree,14,77,75,49.4249202,216.125,white,96.35662119210265,2.9231879249095982,yes,16,college,1330
8548,post,AR,34,male,bachelors degree,28,753,531,184.13308805,265.6666666666667,white,129.13989476473813,11.57754853621222,yes,16,college,1288
38842,post,AR,55,female,masters degree or equivalent,16,252,207,57.16028393333333,71,white,108.3885546641786,-3.072376585301754,yes,17,postcollege,1314
23058,post,AR,57,female,associates or some college,13,1238,841,244.44061720000002,173.16666666666666,white,99.27980911701225,-2.9231879249095982,yes,13,college,1327
39098,post,AR,33,female,bachelors degree,19,753,393,194.72892925,392.5416666666667,white,96.35662119210265,18.020202344505137,yes,20,college,1305
43100,post,AR,39,female,bachelors degree,20,184,179,32.433548433333335,95.08333333333333,white,117.29430352573115,0,yes,16,college,1301
37819,post,AR,41,male,masters degree or equivalent,13,121,104,39.89971571666666,91.83333333333333,white,96.35662119210265,0,yes,18,postcollege,1316
12497,post,AR,38,female,masters degree or equivalent,13,249,202,70.83768781666667,332.75,white,99.27980911701225,-2.9231879249095982,no,20,postcollege,1325
28435,post,AR,25,male,masters degree or equivalent,18,133,111,29.79016915,75.16666666666667,white,111.30675057398027,0,yes,19,postcollege,1314
53539,post,AR,53,unspecified,associates or some college,16,570,570,110.29590008333334,90.16666666666667,unspecified,117.29430352573115,-11.978125446854307,unspecified,NA,college,1299
25459,post,AR,25,male,associates or some college,14,150,148,29.035829333333332,71.04166666666667,hispanic,93.21971245113882,6.060096665873431,yes,12,college,1332
59313,post,AR,59,female,masters degree or equivalent,27,1085,500,355.70488831666665,69.95833333333333,white,114.37682353660779,23.703047827851435,yes,18,postcollege,1306
48593,post,AR,49,female,bachelors degree,19,206,188,41.02198368333333,312.9166666666667,white,114.37682353660779,0,yes,13,college,1311
30457,post,AR,31,female,bachelors degree,16,529,368,152.63020408333335,69.95833333333333,white,87.04122872468464,18.274949354192202,yes,17,college,1296
62265,post,AR,57,female,masters degree or equivalent,16,231,156,64.5936488,71.20833333333333,white,105.31617807887685,0,yes,16,postcollege,1317
35309,post,AR,57,female,bachelors degree,11,88,88,17.8668555,75.08333333333333,unspecified,90.24743945120954,0,unspecified,NA,college,1336
14712,post,AR,43,male,associates or some college,18,1282,974,516.7130122166667,69.875,white,96.35662119210265,14.950129381877616,yes,14,college,1316
63930,post,AR,49,female,associates or some college,15,975,423,367.65373148333333,91,unspecified,83.91638071555967,18.480112256197458,unspecified,NA,college,1307
44075,post,AR,52,female,bachelors degree,16,1115,498,388.90598175,70.08333333333333,unspecified,111.30675057398027,-5.990572495103422,yes,16,college,1331
52902,post,AR,23,female,bachelors degree,21,506,423,103.08014235,183.66666666666666,white,129.13989476473813,-8.804347381500207,yes,16,college,1317
10619,post,AR,57,male,masters degree or equivalent,11,150,146,34.899741283333334,75.08333333333333,hispanic,96.35662119210265,-6.109181740893106,no,20,postcollege,1327
14587,post,AR,23,female,bachelors degree,20,390,354,65.29064083333334,147.91666666666666,other,111.30675057398027,5.987552951750885,yes,17,college,1323
33028,post,AR,49,female,masters degree or equivalent,19,375,285,96.25576938333333,69.875,white,96.35662119210265,18.020202344505137,yes,18,postcollege,1330
32740,post,AR,59,female,bachelors degree,14,190,136,47.376365183333334,69.45833333333333,hispanic,99.27980911701225,0,yes,19,college,1329
67540,post,AR,57,female,bachelors degree,8,1649,542,679.4148948333334,89.125,unspecified,90.24743945120954,-9.715763586533598,unspecified,NA,college,1341
3963,post,AR,23,male,masters degree or equivalent,14,264,190,51.705738233333335,263.75,white,87.04122872468464,12.238580392327606,no,16,postcollege,1303
43126,post,AR,25,male,bachelors degree,17,155,145,43.597702733333335,198.83333333333334,white,114.37682353660779,-5.988268872429188,yes,16,college,1320
52901,post,AR,15,female,some high school,26,88,72,26.584270883333335,129.375,white,117.29430352573115,17.90726722655802,yes,10,hs,1305
12428,post,AR,50,male,masters degree or equivalent,18,717,501,132.02494655,254.125,hispanic,102.39649297175713,8.91025760222314,no,18,postcollege,1325
5061,post,AR,26,male,bachelors degree,22,254,180,65.39519586666667,79.16666666666667,white,114.37682353660779,8.794449993746028,yes,18,college,1324
26300,post,AR,38,male,bachelors degree,13,340,305,84.00879546666667,69.125,white,93.21971245113882,3.1369087409638325,yes,16,college,1323
4354,post,AR,25,male,bachelors degree,30,584,402,208.26351353333334,70,white,143.54977942730943,2.5571842407061354,yes,16,college,1299
13647,post,AR,59,female,associates or some college,6,654,634,141.56657918333332,92.83333333333333,unspecified,73.62967004333692,0,unspecified,NA,college,1321
26183,post,AR,55,female,high school,15,240,227,55.1388859,73.91666666666667,white,108.3885546641786,-5.992061692421473,yes,12,hs,1309
27749,post,AR,56,female,bachelors degree,16,17,15,3.2348888333333337,196.33333333333334,white,108.3885546641786,-3.072376585301754,yes,13,college,1315
14054,post,AR,45,male,associates or some college,14,353,307,79.34998795,86.5,white,105.31617807887685,-6.036368961864596,yes,15,college,1329
16827,post,AR,23,male,bachelors degree,18,468,357,133.34614708333334,79.33333333333333,white,105.31617807887685,5.990572495103422,yes,15,college,1326
34714,post,AR,42,female,bachelors degree,28,286,265,70.14544316666667,70.20833333333333,white,126.13779899619367,14.579644304756684,yes,16,college,1295
41232,post,AR,57,female,associates or some college,7,422,325,122.23586003333334,71.54166666666667,white,73.62967004333692,3.6202550094480728,yes,12,college,1337
4527,post,AR,55,male,bachelors degree,7,76,57,28.24264875,70,white,93.21971245113882,-15.96978739835383,yes,16,college,1338
65521,post,AR,57,female,phd,19,245,204,61.97168245,119.75,unspecified,96.35662119210265,18.020202344505137,unspecified,NA,postcollege,1295
38194,post,AR,43,female,associates or some college,12,89,84,19.174660816666666,283.1666666666667,white,83.91638071555967,9.30333173557915,yes,13,college,1310
55134,post,AR,57,male,high school,14,479,428,221.74688456666667,70,white,93.21971245113882,6.060096665873431,yes,12,hs,1315
62607,post,AR,50,unspecified,unspecified,14,1831,294,439.85341058333336,91.91666666666667,unspecified,138.07987136445922,-38.800062247446974,unspecified,NA,unspecified,1330
36122,post,AR,28,female,masters degree or equivalent,13,140,134,29.261396216666668,71,asian,102.39649297175713,-6.039871779654476,yes,18,postcollege,1318
54533,post,AR,44,male,masters degree or equivalent,19,524,391,146.2162958,72.79166666666667,white,114.37682353660779,0,yes,18,postcollege,1294
41189,post,AR,47,female,associates or some college,12,205,171,60.02492665,80.95833333333333,white,90.24743945120954,2.972272999929274,yes,13,college,1336
18795,post,AR,36,female,unspecified,20,412,267,177.10818355,71.125,white,105.31617807887685,11.978125446854307,no,18,unspecified,1324
3523,post,AR,21,male,associates or some college,14,297,251,79.77246318333333,161.95833333333334,white,108.3885546641786,-9.10874554716635,yes,15,college,1326
3761,post,AR,50,male,bachelors degree,10,248,160,81.28045820000001,78.5,other,108.3885546641786,-21.347325939493956,yes,16,college,1306
17785,post,AR,45,female,bachelors degree,21,349,245,85.54061968333333,88.375,white,111.30675057398027,9.028796809257656,yes,17,college,1297
58028,post,AR,48,female,phd,21,1906,913,1032.3698917000002,97.83333333333333,white,99.27980911701225,21.055738266225674,yes,20,postcollege,1310
3591,post,AR,59,male,associates or some college,10,156,148,33.70831835,163,white,87.04122872468464,0,yes,12,college,1336
44097,post,AR,47,female,masters degree or equivalent,16,242,239,75.15615208333334,84.08333333333333,white,96.35662119210265,8.959556886774195,yes,19,postcollege,1314
38386,post,AR,30,female,masters degree or equivalent,17,322,317,70.52091551666666,69.95833333333333,white,114.37682353660779,-5.988268872429188,yes,18,postcollege,1301
4781,post,AR,47,male,masters degree or equivalent,10,34,33,6.02596725,183,white,99.27980911701225,-12.238580392327606,no,18,postcollege,1333
6190,post,AR,49,female,bachelors degree,11,404,250,82.3338743,69.70833333333333,white,93.21971245113882,-2.972272999929274,yes,16,college,1311
33937,post,AR,40,female,bachelors degree,25,173,146,52.12149718333333,69.875,asian,117.29430352573115,14.945400490511531,yes,18,college,1307
13966,post,AR,51,female,masters degree or equivalent,11,363,334,106.40744791666667,70.16666666666667,white,93.21971245113882,-2.972272999929274,yes,16,postcollege,1318
26558,post,AR,34,male,phd,22,137,132,32.48275086666667,69.625,white,120.33554738323792,2.835726147115892,yes,20,postcollege,1324
22186,post,AR,48,female,high school,13,565,387,272.47170401666665,69.58333333333333,white,96.35662119210265,0,yes,10,hs,1322
45250,post,AR,52,female,unspecified,17,1484,470,511.3741421666667,72.95833333333333,white,102.39649297175713,5.992061692421473,yes,12,unspecified,1307
29507,post,AR,53,female,high school,20,204,159,41.51434093333334,73.79166666666667,white,96.35662119210265,20.9376823336285,yes,12,hs,1305
17392,post,AR,55,female,bachelors degree,14,58,50,11.164653883333333,142.91666666666666,white,96.35662119210265,2.9231879249095982,yes,17,college,1327
48833,post,AR,47,female,associates or some college,4,1201,431,610.0989609333334,70.29166666666667,white,93.21971245113882,-27.356619092611155,yes,13,college,1314
3928,post,AR,51,female,phd,16,247,237,54.97126986666667,69.16666666666667,black,87.04122872468464,18.274949354192202,yes,20,postcollege,1335
53398,post,AR,41,male,masters degree or equivalent,24,772,604,284.70333550000004,71.45833333333333,white,114.37682353660779,14.763071228130343,yes,18,postcollege,1309
4350,post,AR,24,male,bachelors degree,17,120,116,24.663235883333336,191.41666666666666,asian,108.3885546641786,0,no,15,college,1297
22901,post,AR,31,male,associates or some college,21,135,131,26.326495316666666,80.66666666666667,white,111.30675057398027,9.028796809257656,yes,14,college,1324
2977,post,AR,51,female,masters degree or equivalent,9,640,420,221.55968413333335,69.25,asian,90.24743945120954,-6.331058735649876,no,18,postcollege,1339
47497,post,AR,51,male,high school,10,487,319,170.93184571666666,69.875,hispanic,73.62967004333692,13.411558681347728,no,14,hs,1337
47282,post,AR,30,female,bachelors degree,13,848,432,378.92106295,69.25,white,83.91638071555967,12.440240476542982,yes,16,college,1322
57478,post,AR,47,male,masters degree or equivalent,19,297,138,78.01558515,70.375,white,102.39649297175713,11.98033056485066,yes,18,postcollege,1305
38039,post,AR,35,unspecified,high school,11,961,720,290.7012454,70.375,white,90.24743945120954,0,yes,12,hs,1329
15723,post,AR,46,female,associates or some college,24,494,436,103.77656461666668,90.625,unspecified,114.37682353660779,14.763071228130343,unspecified,NA,college,1292
55601,post,AR,49,female,high school,13,367,349,75.97435431666666,70.29166666666667,white,93.21971245113882,3.1369087409638325,yes,12,hs,1329
29420,post,AR,49,female,masters degree or equivalent,22,163,162,35.96379215,69.66666666666667,white,111.30675057398027,11.864522956373548,yes,16,postcollege,1306
44982,post,AR,26,female,bachelors degree,22,351,307,107.47369056666666,69.58333333333333,white,108.3885546641786,14.782718866175216,yes,16,college,1312
34424,post,AR,26,male,masters degree or equivalent,23,445,342,117.4025914,69.875,white,99.27980911701225,26.857989879181417,yes,19,postcollege,1309
60120,post,AR,27,male,masters degree or equivalent,27,414,396,84.14410600000001,89.875,white,146.10696366801557,-8.027092303556344,yes,17,postcollege,1310
10947,post,AR,41,female,phd,22,219,217,40.02222746666667,330,white,120.33554738323792,2.835726147115892,yes,20,postcollege,1307
39090,post,AR,25,female,bachelors degree,23,816,776,153.66410905,384.2083333333333,white,102.39649297175713,23.74130602443654,yes,16,college,1304
28195,post,AR,43,unspecified,unspecified,22,420,406,101.7469811,76.04166666666667,white,111.30675057398027,11.864522956373548,yes,11,unspecified,1301
18146,post,AR,55,female,some high school,10,81,81,13.6747641,195.91666666666666,white,87.04122872468464,0,yes,10,hs,1336
36786,post,AR,55,female,unspecified,11,79,66,21.0637362,71.91666666666667,white,90.24743945120954,0,yes,15,unspecified,1305
32888,post,AR,56,unspecified,associates or some college,9,115,50,23.169462066666664,158.16666666666666,white,62.201578340765224,21.714802374794445,yes,14,college,1340
57798,post,AR,46,male,unspecified,3,186,127,41.9571542,89.875,unspecified,55.22375401516958,6.977824325595641,unspecified,NA,unspecified,1328
46962,post,AR,46,male,masters degree or equivalent,17,202,160,35.527864783333335,85.625,hispanic,102.39649297175713,5.992061692421473,yes,20,postcollege,1325
14819,post,AR,37,male,associates or some college,13,120,100,24.591876300000003,69.75,white,96.35662119210265,0,yes,14,college,1302
13892,post,AR,51,female,bachelors degree,13,596,546,115.62919296666666,70.66666666666667,white,96.35662119210265,0,yes,15,college,1300
58079,post,AR,21,male,associates or some college,15,23,23,4.130002666666667,159.16666666666666,white,105.31617807887685,-2.9196851071197187,yes,15,college,1327
68953,post,AR,32,male,masters degree or equivalent,14,539,352,134.87606323333333,90,unspecified,108.3885546641786,-9.10874554716635,unspecified,NA,postcollege,1331
15143,post,AR,43,female,bachelors degree,26,407,402,90.8303353,110.91666666666667,white,123.17127353035382,12.030297221935356,unspecified,16,college,1286
15811,post,AR,25,female,associates or some college,12,536,516,211.43553766666668,69.95833333333333,other,87.04122872468464,6.178483726454175,yes,14,college,1306
59440,post,AR,56,female,bachelors degree,16,99,76,23.150361583333336,121.45833333333333,white,111.30675057398027,-5.990572495103422,yes,16,college,1329
68000,post,AR,54,female,bachelors degree,6,207,177,46.22155365,111.41666666666667,unspecified,87.04122872468464,-13.411558681347728,unspecified,NA,college,1344
53368,post,AR,34,female,associates or some college,18,556,373,167.68685446666666,94.54166666666667,white,108.3885546641786,2.9181959098016677,yes,15,college,1302
55478,post,AR,25,male,bachelors degree,18,235,219,73.74144878333334,92,white,105.31617807887685,5.990572495103422,yes,16,college,1327
30384,post,AR,56,female,masters degree or equivalent,21,89,69,18.774025616666666,138.04166666666666,white,102.39649297175713,17.939054411480797,yes,19,postcollege,1294
23178,post,AR,54,female,bachelors degree,5,150,104,29.6926598,95.875,unspecified,87.04122872468464,-16.906262922473417,unspecified,NA,college,1338
18608,post,AR,46,male,associates or some college,14,269,202,76.2836642,247.5,white,87.04122872468464,12.238580392327606,yes,15,college,1327
58737,post,AR,59,female,high school,17,658,290,160.04827561666667,70.04166666666667,white,99.27980911701225,9.10874554716635,yes,12,hs,1327
57079,post,AR,28,female,masters degree or equivalent,13,453,376,122.24401358333334,69.625,white,102.39649297175713,-6.039871779654476,yes,18,postcollege,1309
24990,post,AR,58,female,associates or some college,7,322,316,68.09318533333334,90.41666666666667,white,87.04122872468464,-9.791303671899655,no,13,college,1340
3374,post,AR,55,male,bachelors degree,11,853,844,205.53307161666666,69.95833333333333,white,99.27980911701225,-9.032369665802705,yes,16,college,1313
5983,post,AR,55,female,associates or some college,19,19,15,3.8298424333333334,97.83333333333333,white,96.35662119210265,18.020202344505137,yes,16,college,1319
8985,post,AR,58,male,bachelors degree,17,746,487,271.1317116833333,106.95833333333333,white,87.04122872468464,21.347325939493956,unspecified,16,college,1330
53260,post,AR,48,unspecified,unspecified,21,115,49,36.8553138,109.16666666666667,black,114.37682353660779,5.958723846630136,yes,16,unspecified,1325
31296,post,AR,33,male,bachelors degree,24,153,153,30.79304975,77,white,117.29430352573115,11.845591239006978,yes,16,college,1295
68751,post,AR,48,male,masters degree or equivalent,21,328,321,65.26449421666666,102.29166666666667,unspecified,117.29430352573115,3.041243857506771,unspecified,NA,postcollege,1310
